date,range,first_row,row_density,comment
7/12/2019,16,153,26,
7/12/2019,17,153,17,
7/12/2019,18,153,20.5,
7/12/2019,19,153,14.5,
7/12/2019,20,153,15.5,
7/12/2019,21,153,30.5,
7/12/2019,22,153,14.5,
7/12/2019,23,153,18.5,
7/12/2019,24,153,27,
7/12/2019,25,153,19,
7/12/2019,25,157,19.5,
7/12/2019,24,157,15,
7/12/2019,23,157,15.5,
7/12/2019,22,157,18.5,
7/12/2019,21,157,15.5,
7/12/2019,20,157,8.5,
7/12/2019,19,157,15.5,
7/12/2019,18,157,16,
7/12/2019,17,157,21,
7/12/2019,16,157,16.5,
7/12/2019,15,157,15,
7/12/2019,14,157,13,
7/12/2019,13,157,14.5,
7/12/2019,12,157,21.5,
7/12/2019,11,157,11.5,
7/12/2019,10,157,14,
7/12/2019,9,157,15,
7/12/2019,8,157,20,
7/12/2019,7,157,13.5,
7/12/2019,6,157,6.5,
7/12/2019,5,157,17.5,
7/12/2019,4,157,17,
7/12/2019,3,157,19.5,
7/12/2019,2,157,17.5,
